location,substrate,type,IIIa-tot,IIIb-tot,IIIc-tot,Iia-tot,Iib-tot,Iic-tot,brGDGT-Ia,brGDGT-Ib,brGDGT-Ic,SUMBR,FR.TETR,FR.PEN,FR.HEX,NoRINGStetra,NoRINGSpenta,NoRINGSpenta5,NoRINGSpenta6,IRpenta,IRhexa,,Iia,Iia',Iib,Iib',Iic,Iic',IIIa,IIIa',IIIb,IIIb',IIIc,IIIc'
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.09,0.00,0.00,0.83,0.05,0.02,1.00,89.97,8.94,1.09,0.10,0.00,0.00,0.00,0.24,0.23,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.84,0.05,0.00,1.00,88.59,10.03,1.39,0.05,0.00,0.00,0.00,0.23,0.32,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.10,0.00,0.00,0.80,0.06,0.02,1.00,88.28,10.14,1.59,0.12,0.00,0.00,0.00,0.20,0.26,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.09,0.01,0.00,0.84,0.04,0.02,1.00,89.44,9.39,1.17,0.08,0.08,0.06,0.15,0.22,0.24,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.00,0.00,0.85,0.05,0.02,1.00,91.18,7.85,0.97,0.09,0.00,0.00,0.00,0.26,0.26,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.01,0.00,0.84,0.04,0.02,1.00,90.58,8.54,0.88,0.09,0.08,0.06,0.12,0.24,0.27,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.09,0.01,0.00,0.82,0.04,0.02,1.00,88.38,10.38,1.24,0.09,0.10,0.08,0.15,0.25,0.24,,0.07,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.01,0.00,0.82,0.04,0.02,1.00,87.97,10.58,1.45,0.09,0.08,0.06,0.12,0.28,0.27,,0.07,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.01,0.00,0.84,0.04,0.02,1.00,89.78,9.16,1.06,0.09,0.08,0.06,0.14,0.25,0.25,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.09,0.01,0.00,0.82,0.05,0.02,1.00,88.70,10.07,1.23,0.10,0.07,0.05,0.13,0.27,0.24,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.01,0.00,0.82,0.05,0.02,1.00,88.18,10.56,1.27,0.09,0.09,0.07,0.16,0.24,0.27,,0.07,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.11,0.00,0.00,0.80,0.06,0.02,1.00,87.71,10.86,1.43,0.11,0.00,0.00,0.00,0.24,0.27,,0.08,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.01,0.00,0.85,0.04,0.02,1.00,90.30,8.55,1.14,0.08,0.12,0.11,0.15,0.22,0.33,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.01,0.00,0.85,0.04,0.02,1.00,90.32,8.62,1.06,0.08,0.11,0.10,0.17,0.22,0.28,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.06,0.01,0.00,0.86,0.04,0.02,1.00,92.05,7.16,0.79,0.08,0.13,0.12,0.18,0.21,0.29,,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.01,0.00,0.84,0.04,0.02,1.00,90.66,8.33,1.01,0.09,0.08,0.06,0.16,0.22,0.26,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.09,0.01,0.00,0.83,0.04,0.02,1.00,88.98,9.89,1.13,0.08,0.11,0.10,0.15,0.24,0.29,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.09,0.00,0.00,0.84,0.04,0.02,1.00,89.66,9.01,1.33,0.08,0.00,0.00,0.00,0.23,0.28,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.12,0.00,0.00,0.80,0.04,0.02,1.00,86.08,11.90,2.01,0.09,0.00,0.00,0.00,0.19,0.30,,0.10,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.83,0.04,0.02,1.00,89.04,9.58,1.38,0.09,0.00,0.00,0.00,0.22,0.29,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.11,0.00,0.00,0.81,0.04,0.02,1.00,87.54,10.96,1.49,0.09,0.00,0.00,0.00,0.20,0.30,,0.09,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.10,0.00,0.00,0.82,0.04,0.02,1.00,88.19,10.23,1.58,0.08,0.00,0.00,0.00,0.22,0.29,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.11,0.00,0.00,0.81,0.05,0.02,1.00,87.87,10.59,1.54,0.09,0.00,0.00,0.00,0.22,0.30,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.82,0.05,0.02,1.00,88.62,9.98,1.41,0.09,0.00,0.00,0.00,0.30,0.32,,0.07,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.82,0.05,0.02,1.00,88.39,10.13,1.48,0.09,0.00,0.00,0.00,0.21,0.29,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.82,0.04,0.02,1.00,88.08,10.43,1.49,0.09,0.00,0.00,0.00,0.22,0.29,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.11,0.00,0.00,0.80,0.05,0.02,1.00,86.71,11.43,1.86,0.10,0.00,0.00,0.00,0.21,0.30,,0.09,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.82,0.05,0.02,1.00,88.89,9.80,1.31,0.09,0.00,0.00,0.00,0.23,0.31,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.08,0.00,0.00,0.84,0.04,0.02,1.00,90.32,8.26,1.42,0.10,0.00,0.00,0.00,0.23,0.31,,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.01,0.00,0.00,0.10,0.00,0.00,0.83,0.05,0.02,1.00,88.91,9.71,1.38,0.09,0.00,0.00,0.00,0.22,0.28,,0.08,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
