Hole,Depth (c. mbsf ,Core (-R),Section (-W),Interval (top),Interval (bottom),Dage,Open,Spinif,Cribro,Cleisto,Proxgap,Aliso,Glaph,Ennead,Wetzel,Palaeop,Spinvozz,Defl,Phthano,Seneg,Gonio,Protop,Thermo,Endemic,Terr,,,,
1172D,598.14,14,2,30,32,54.42,7.5,2.8,5.6,0.3,43.8,0.0,2.2,,1.9,,9.4,5.6,0.0,19.4,0.0,7.5,1.9,15.0,4.5,,,,
1172D,598.19,14,2,35,37,54.42,5.2,2.0,4.0,0.8,47.8,0.0,2.4,,1.2,,6.4,5.2,0.0,24.9,0.0,7.2,1.2,11.2,10.1,,,,
1172D,598.41,14,2,55,57,54.45,11.3,3.2,2.0,0.4,48.4,0.0,2.0,,0.0,,6.5,6.5,0.0,19.4,0.0,4.0,0.0,12.9,6.1,,,,
1172D,598.46,14,2,60,62,54.45,8.2,2.3,3.5,0.0,45.5,0.0,1.6,,0.0,,5.8,3.9,0.0,26.8,0.0,7.0,0.0,9.7,9.5,,,,
1172D,598.61,14,2,75,77,54.47,14.6,2.7,3.1,0.8,36.4,0.0,3.4,,1.5,,3.8,1.5,0.0,29.9,0.0,5.4,1.5,5.0,7.1,,,,
1172D,598.66,14,2,80,82,54.48,9.5,2.5,1.2,0.0,30.3,0.0,1.2,,0.4,,8.7,2.5,0.0,42.3,0.0,14.1,0.4,11.2,5.1,,,,
1172D,598.81,14,2,95,97,54.49,10.1,2.8,1.7,0.0,38.5,0.0,2.4,,0.3,,6.6,5.2,1.7,31.6,0.0,7.3,0.3,11.8,7.1,,,,
1172D,598.86,14,2,100,102,54.50,11.1,7.3,0.8,0.0,31.0,0.0,1.5,,0.0,,0.8,1.9,0.4,51.7,0.0,3.1,0.0,2.7,7.1,,,,
1172D,599.01,14,2,115,117,54.52,10.5,5.4,1.4,0.0,23.1,0.0,1.8,,0.4,,1.1,6.9,0.0,51.6,0.0,3.2,0.4,7.6,11.5,,,,
1172D,599.06,14,2,120,122,54.52,8.7,6.3,0.0,0.0,29.5,0.0,2.4,,0.5,,3.4,4.8,0.0,47.8,0.0,3.4,0.5,8.2,13.4,,,,
1172D,599.21,14,2,135,137,54.54,9.0,5.4,1.8,0.0,23.5,0.0,0.4,,0.7,,0.7,3.6,0.0,56.0,0.0,2.5,0.7,4.3,8.0,,,,
1172D,599.26,14,2,140,142,54.54,10.3,5.7,0.8,0.0,24.0,0.0,0.8,,0.4,,0.8,2.7,0.0,58.9,0.0,6.1,0.4,3.4,4.7,,,,
1172D,599.44,14,3,10,12,54.56,5.9,2.0,1.5,0.0,34.2,0.0,0.5,,0.5,,8.4,6.4,6.4,33.2,0.0,7.4,0.5,14.9,5.2,,,,
1172D,599.74,14,3,40,42,54.60,43.7,35.5,0.0,0.0,11.2,0.0,0.0,,1.5,,1.5,9.1,1.0,27.4,0.0,0.5,1.5,10.7,6.6,,,,
1172D,600.96,14,4,10,12,54.73,14.3,10.9,1.2,0.0,30.1,0.0,0.6,,0.3,,13.7,3.7,0.3,31.4,0.0,4.3,0.3,17.4,9.0,,,,
1172D,601.26,14,4,40,42,54.77,25.4,17.7,3.4,0.0,16.8,0.0,0.0,,0.9,,3.0,22.8,0.4,21.1,0.9,0.0,1.7,25.9,2.5,,,,
1172D,602.60,14,5,10,12,54.92,9.9,7.9,3.6,0.4,52.6,0.0,0.4,,0.0,,7.9,7.9,0.4,11.9,0.0,1.6,0.0,15.8,2.7,,,,
1172D,602.90,14,5,40,42,54.95,13.0,7.7,3.8,0.0,30.3,0.0,0.0,,0.5,,5.8,17.8,0.5,18.8,0.0,0.0,0.5,23.6,1.4,,,,
1172D,603.70,14,5,120,122,55.04,9.2,5.1,1.4,0.0,32.5,0.0,0.0,,0.0,,0.3,9.8,0.3,44.2,0.0,0.0,0.0,10.0,0.8,,,,
1172D,604.14,14,6,10,12,55.09,7.4,4.5,5.4,0.0,49.2,0.4,0.0,,0.0,,7.0,6.6,0.0,19.0,0.0,3.7,0.0,13.6,16.0,,,,
1172D,604.44,14,6,40,42,55.12,6.1,5.5,0.3,0.0,51.4,0.0,0.0,,0.0,,2.3,8.0,0.0,25.4,0.6,1.0,0.6,10.3,15.0,,,,
1172D,604.89,14,6,85,87,55.17,10.9,7.7,0.3,0.0,41.0,0.0,0.0,,0.3,,0.3,6.1,0.3,29.8,0.6,0.3,1.0,6.4,3.4,,,,
1172D,605.60,15,1,10,12,55.25,2.8,1.7,2.8,0.0,13.6,0.0,0.0,,0.0,,1.4,47.9,0.3,23.5,0.6,1.9,0.0,46.0,1.9,,,,
1172D,605.90,15,1,40,42,55.28,5.0,3.9,4.3,0.0,21.4,0.0,0.0,,0.0,,1.4,47.1,0.0,17.5,1.1,0.4,0.0,48.6,5.7,,,,
1172D,607.10,15,2,10,12,55.42,7.6,2.5,3.0,0.0,45.5,0.0,0.0,,0.5,,2.5,4.0,2.5,28.3,0.5,9.6,0.5,6.1,11.6,,,,
1172D,607.40,15,2,40,42,55.45,7.9,6.7,9.1,0.4,32.3,0.0,0.0,,0.0,,0.8,28.0,0.4,16.1,2.4,2.0,0.0,28.7,6.3,,,,
1172D,608.60,15,3,10,12,55.58,9.3,4.0,0.7,0.0,41.2,0.0,0.0,,0.3,,4.3,3.3,3.3,32.2,0.0,6.0,0.3,7.3,8.2,,,,
1172D,608.90,15,3,40,42,55.62,10.8,10.4,2.8,0.0,22.4,0.0,0.4,,0.0,,2.4,28.8,0.0,26.4,0.0,0.8,0.0,31.2,1.6,,,,
1172D,609.30,15,3,80,82,55.66,7.7,4.0,2.5,0.0,19.6,0.0,0.0,,1.2,,0.0,3.1,2.1,50.3,0.0,11.3,1.2,3.1,2.4,,,,
1172D,610.01,15,4,0,2,55.74,4.5,1.7,0.0,0.0,36.7,0.0,0.0,,0.3,,0.0,3.1,1.4,47.9,0.0,1.0,0.3,1.4,4.3,,,,
1172D,610.21,15,4,20,22,55.76,4.8,2.4,1.0,0.0,37.1,0.0,0.0,,0.3,,0.7,2.0,0.3,43.5,0.0,0.3,0.3,1.4,2.6,,,,
1172D,610.41,15,4,40,41,55.79,3.3,2.1,0.3,0.0,53.0,0.0,0.3,,0.3,,0.3,2.7,2.1,31.8,0.0,0.6,0.3,0.6,1.5,,,,
1172D,610.61,15,4,60,61,55.81,6.6,1.5,0.6,0.0,10.2,0.0,0.0,,3.3,,0.0,5.4,2.4,71.9,0.0,0.6,3.6,1.2,3.2,,,,
1172D,610.71,15,4,69,70,55.82,7.6,0.3,0.3,0.0,5.1,0.0,0.3,,5.1,,0.0,9.6,2.0,71.5,0.3,0.0,5.4,0.6,5.6,,,,
1172D,610.82,15,4,80,82,55.83,4.1,2.3,2.3,0.0,9.1,0.0,0.5,,0.5,,0.2,13.2,1.6,51.6,0.2,0.5,0.7,4.8,1.8,,,,
1172D,610.90,15,4,89,91,55.85,2.9,1.1,1.1,0.0,4.0,0.3,0.0,,0.6,,0.9,13.2,0.9,67.0,0.3,0.0,0.9,5.2,3.9,,,,
1172D,611.00,15,4,99,100,55.86,4.8,1.1,2.1,0.0,7.6,0.0,0.2,,1.3,,0.2,9.5,1.9,68.4,0.2,0.4,1.5,7.2,2.3,,,,
1172D,611.12,15,4,110,112,55.88,5.9,2.2,6.4,0.0,9.3,0.0,0.0,,0.7,,0.0,4.9,1.5,67.7,0.0,0.2,0.7,1.7,1.9,,,,
1172D,611.20,15,4,119,120,55.90,5.1,0.3,2.7,0.0,16.9,0.0,0.0,,1.7,,0.0,5.1,0.0,65.9,0.0,0.3,1.7,2.7,8.1,,,,
1172D,611.32,15,4,131,132,55.92,18.5,4.6,3.1,0.8,8.9,0.0,0.0,,8.5,,0.0,6.9,0.8,55.2,0.0,0.4,8.9,5.0,10.7,,,,
1172D,611.36,15,4,135,136,55.93,46.4,10.4,2.1,1.4,6.1,0.0,0.4,,31.4,,0.0,3.6,1.4,36.1,0.0,0.4,32.9,3.2,16.7,,,,
1172D,611.47,15,4,146,147,55.94,44.2,17.6,2.6,0.0,3.4,0.0,4.9,,21.3,,0.0,2.6,0.4,27.3,0.7,1.5,33.3,0.7,33.1,,,,
1172D,611.52,15,5,0,2,55.95,39.6,10.9,3.0,3.0,0.8,0.0,10.2,,24.9,,0.4,0.0,0.8,32.8,0.4,0.8,33.6,0.4,13.1,,,,
1172D,611.56,15,5,5,7,55.96,36.7,11.0,2.8,7.8,1.4,0.0,6.4,,21.6,,0.4,0.4,0.4,34.6,0.4,1.8,28.6,0.4,12.7,,,,
1172D,611.64,15,5,13,15,55.97,44.6,10.2,1.0,2.0,3.9,0.0,3.9,,30.2,,0.0,0.3,0.7,22.0,17.0,0.7,51.5,0.0,15.3,,,,
1172D,611.70,15,5,19,21,55.98,52.2,12.0,4.0,1.6,13.1,0.4,2.0,,29.1,,0.0,0.0,0.0,10.8,10.0,0.4,42.6,0.0,25.7,,,,
1172D,611.74,15,5,23,25,55.99,49.6,9.6,1.8,1.4,3.2,0.0,1.8,,32.1,,0.0,0.7,0.4,17.1,12.5,1.1,55.4,0.7,20.5,,,,
1172D,611.78,15,5,27,28,56.00,37.4,8.1,3.0,3.4,6.8,0.0,12.8,,23.4,,0.0,1.3,0.0,17.9,6.4,0.9,34.5,1.3,8.9,,,,
1172D,611.80,15,5,29,30,56.00,30.2,8.7,7.9,2.1,4.1,0.0,7.9,,14.0,,0.0,1.2,0.8,20.7,16.9,1.2,35.1,0.4,13.3,,,,
1172D,611.82,15,5,31,32,56.00,26.4,6.5,2.7,8.8,8.4,0.0,18.8,,10.7,,0.0,0.8,0.4,21.8,0.4,2.3,13.8,0.8,17.1,,,,
1172D,611.84,15,5,33,34,56.01,45.3,6.4,2.2,8.6,1.9,0.0,13.9,,32.2,,0.0,0.4,0.4,21.3,0.4,1.9,34.5,0.0,18.6,,,,
1172D,611.86,15,5,35,37,56.01,33.9,7.2,9.3,3.4,1.7,0.4,17.4,,19.9,,0.0,0.4,0.8,21.6,3.0,0.4,24.2,0.0,11.3,,,,
1172D,611.89,15,5,38,39,56.02,16.2,6.6,15.5,0.4,1.8,0.0,0.0,,2.2,,0.0,7.7,1.8,41.7,0.0,1.1,2.6,2.2,26.0,,,,
1172D,611.91,15,5,40,41,56.02,23.3,6.1,2.0,1.2,2.9,0.4,4.1,,4.9,,0.0,8.2,1.6,37.6,4.1,1.6,9.4,4.9,22.5,,,,
1172D,611.93,15,5,42,43,56.02,15.4,4.7,13.8,0.0,0.4,0.4,0.4,,2.0,,0.0,3.2,0.0,49.8,0.0,1.2,3.2,2.0,20.2,,,,
1172D,611.95,15,5,44,45,56.03,18.9,7.8,6.9,0.9,0.0,0.0,1.4,,6.5,,0.0,2.8,0.0,41.0,0.5,1.8,7.8,2.8,17.2,,,,
1172D,611.97,15,5,46,47,56.03,27.7,9.5,7.4,1.3,0.4,0.0,0.0,,9.5,,0.0,2.6,2.2,36.4,0.0,1.7,9.5,1.7,17.5,,,,
1172D,611.99,15,5,48,49,56.03,26.8,9.2,4.8,0.0,2.6,0.0,1.8,,12.3,,0.0,2.6,0.0,41.2,0.0,0.9,12.3,1.8,18.3,,,,
1172D,612.01,15,5,50,51,56.04,36.3,6.4,1.7,3.0,6.0,0.0,1.7,,21.8,,0.0,5.1,0.9,35.0,0.4,0.9,23.1,3.8,15.5,,,,
1172D,612.03,15,5,52,53,56.04,22.9,7.8,7.5,1.4,2.7,0.0,0.7,,10.2,,0.0,1.7,1.4,48.5,0.3,1.0,10.9,0.3,22.5,,,,
1172D,612.06,15,5,55,56,56.05,35.5,6.8,1.8,1.8,3.2,0.0,2.3,,24.1,,0.5,5.5,0.5,38.6,0.0,0.9,24.1,3.2,13.0,,,,
1172D,612.10,15,5,59,60,56.05,33.3,5.7,2.9,9.3,1.4,0.0,1.1,,21.1,,0.0,12.9,0.4,33.3,0.0,2.2,21.5,2.9,11.4,,,,
1172D,612.20,15,5,69,70,56.07,30.0,5.9,3.3,5.2,1.5,0.0,1.1,,20.4,,0.0,3.7,0.4,43.3,0.0,0.7,20.4,0.7,12.9,,,,
1172D,612.30,15,5,79,80,56.09,49.8,3.1,1.7,0.7,2.4,0.0,1.0,,43.6,,0.3,1.7,0.0,32.2,0.0,0.7,43.6,0.7,8.3,,,,
1172D,612.36,15,5,85,86,56.10,43.3,2.9,1.1,0.0,1.8,0.0,0.4,,38.5,,0.0,2.5,0.0,41.5,0.0,1.1,38.5,1.1,9.2,,,,
1172D,612.41,15,5,90,91,56.11,55.5,1.8,1.4,0.5,0.5,0.0,0.0,,47.3,,0.0,2.3,0.0,33.6,0.5,0.5,47.7,0.5,6.0,,,,
1172D,612.45,15,5,94,96,56.12,62.3,2.9,0.6,0.3,1.9,0.0,0.3,,57.7,,0.0,1.0,0.0,27.7,0.0,0.3,57.7,0.3,7.2,,,,
1172D,612.50,15,5,99,100,56.12,67.9,0.9,0.9,0.0,1.4,0.0,1.8,,63.8,,0.0,0.5,0.0,21.6,0.5,0.5,64.2,0.5,6.0,,,,
1172D,612.55,15,5,104,106,56.13,54.3,0.8,2.1,0.0,3.7,0.0,4.1,,53.1,,0.0,1.6,1.6,24.3,0.4,0.0,53.5,1.2,6.2,,,,
1172D,612.61,15,5,110,111,56.14,48.8,2.8,0.8,0.0,1.6,0.0,3.6,,41.9,,0.0,1.6,0.0,32.7,0.4,0.8,42.3,1.2,10.5,,,,
1172D,612.65,15,5,114,115,56.15,32.5,4.2,0.5,0.0,0.5,0.0,4.2,,25.9,,0.0,1.4,0.0,51.9,0.0,0.5,25.9,0.0,9.0,,,,
1172D,612.71,15,5,120,121,56.16,9.4,3.8,0.9,0.4,3.4,0.0,3.0,,2.1,,0.0,4.3,0.9,64.3,0.0,0.9,2.1,1.7,13.9,,,,
1172D,612.75,15,5,124,126,56.17,11.4,6.8,1.3,0.0,5.5,0.0,5.5,,0.4,,1.3,2.1,0.4,54.7,0.0,1.3,0.4,1.7,15.1,,,,
1172D,612.81,15,5,130,131,56.18,10.6,4.0,1.5,0.0,6.6,0.0,8.4,,1.5,,0.0,5.1,0.0,36.5,0.4,0.4,1.8,0.0,16.0,,,,
1172D,612.85,15,5,134,136,56.19,11.5,8.4,1.8,1.3,4.0,0.0,16.3,,0.4,,0.0,6.2,0.4,36.1,0.0,2.2,0.4,1.8,20.1,,,,
1172D,612.90,15,5,139,141,56.20,6.6,4.4,0.0,0.0,2.6,0.0,16.7,,0.0,,0.9,5.7,0.0,45.2,0.0,2.2,0.4,0.9,19.1,,,,
1172D,612.99,15,5,148,149,56.21,10.2,6.9,0.9,0.0,4.6,0.0,12.0,,0.0,,1.9,3.7,0.5,45.8,0.0,0.9,0.0,1.9,11.1,,,,
1172D,613.11,15,6,10,12,56.23,3.7,1.5,0.7,0.0,2.6,0.0,0.4,,0.0,,0.0,1.8,0.7,76.5,0.0,0.4,0.0,0.0,6.2,,,,
1172D,613.21,15,6,20,22,56.25,8.9,3.6,2.4,0.0,7.3,0.0,0.8,,0.0,,0.8,5.2,0.0,59.7,0.4,0.4,0.4,1.6,8.1,,,,
1172D,613.31,15,6,30,32,56.27,10.0,2.5,0.0,0.0,0.8,0.0,0.0,,0.0,,0.8,2.5,0.0,76.6,0.0,0.0,0.4,0.4,4.8,,,,
1172D,613.51,15,6,50,52,56.30,10.0,6.1,0.4,0.0,3.1,0.0,0.4,,0.0,,0.0,2.2,0.0,77.3,0.0,0.4,0.0,0.0,13.9,,,,
1172D,613.71,15,6,70,72,56.34,5.9,3.9,0.8,0.0,2.7,0.0,0.0,,0.0,,0.0,2.4,0.0,83.1,0.4,0.0,0.4,0.0,4.9,,,,
1172D,613.91,15,6,90,92,56.37,6.1,3.3,0.5,0.0,1.9,0.0,0.0,,0.0,,0.0,1.4,0.0,80.4,0.0,0.0,0.0,0.0,13.7,,,,
1172D,614.11,15,6,110,112,56.41,7.3,4.3,0.0,0.0,1.3,0.0,0.0,,0.0,,1.7,8.5,0.0,62.8,0.0,1.7,0.0,3.0,19.3,,,,
1172D,614.31,15,6,130,132,56.45,1.7,1.7,0.0,0.0,1.4,0.0,0.3,,0.0,,0.3,6.3,0.0,84.6,0.0,0.0,0.0,3.8,5.6,,,,
1172D,614.50,15,6,150,152,56.48,3.2,2.1,0.7,0.0,2.1,0.0,0.0,,0.0,,0.7,8.2,0.0,72.6,0.0,0.7,0.0,4.3,5.1,,,,
1172D,614.61,15,7,10,12,56.50,3.8,2.3,0.6,0.0,0.3,0.0,0.3,,0.0,,0.3,6.4,0.0,82.5,0.0,0.3,0.0,4.1,6.0,,,,
1172D,614.81,15,7,30,32,56.53,2.1,1.7,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,0.0,90.4,0.0,0.4,0.0,4.2,2.4,,,,
1172D,615.00,15,7,49,51,56.57,1.5,0.9,0.3,0.0,1.2,0.0,0.0,,0.0,,0.3,7.8,0.0,86.8,0.0,0.0,0.0,0.3,0.6,,,,
1172D,615.47,16R,1W,10,12,56.65,21.2,20.2,3.9,0.0,11.8,1.5,11.8,,0.0,,0.5,2.5,0.0,37.9,0.5,2.0,1.5,0.5,33.0,,,,
1172D,615.57,16,1,20,22,56.67,5.2,2.6,4.8,0.0,10.9,0.0,4.8,,1.3,,3.9,0.4,0.0,62.4,0.4,0.9,1.3,4.4,16.1,,,,
1172D,615.87,16R,1W,50,52,56.72,13.7,11.7,0.5,0.0,4.9,1.5,27.3,,0.5,,0.0,1.0,0.0,26.8,0.5,0.0,2.0,0.0,26.3,,,,
1172D,616.37,16,1,100,102,56.81,21.7,19.6,0.0,0.0,1.1,1.1,3.7,,0.5,,0.0,5.3,0.0,48.7,0.0,1.1,0.5,0.0,15.2,,,,
1172D,616.57,16,1,120,122,56.85,17.1,12.0,1.4,0.0,12.0,0.0,0.5,,0.5,,3.2,1.4,0.0,56.2,0.9,0.9,0.9,4.6,7.3,,,,
1172D,616.75,16R,1W,138,140,56.88,23.6,17.6,2.8,0.0,1.9,1.9,0.9,,0.0,,0.0,2.8,0.0,44.4,0.0,0.0,1.9,0.0,24.2,,,,
1172D,617.57,16,2,70,72,57.02,13.4,12.1,4.9,0.0,25.1,0.0,0.4,,0.0,,2.0,0.4,0.0,45.7,0.4,0.8,0.0,2.4,8.5,,,,
1172D,617.87,16,2,100,102,57.08,18.0,9.6,0.6,0.0,0.0,4.2,0.0,,0.0,,0.0,2.4,1.2,62.3,0.6,0.0,0.6,1.2,4.6,,,,
1172D,618.27,16R,2W,140,142,57.14,24.7,22.0,0.4,0.0,5.7,1.8,0.0,,0.0,,0.9,3.1,0.0,45.4,0.0,0.0,0.0,0.9,13.7,,,,
1172D,618.57,16,3,20,22,57.19,4.6,3.4,2.9,0.0,15.1,0.0,0.0,,0.0,,2.5,0.4,0.0,66.0,0.4,2.5,0.4,2.5,8.1,,,,
1172D,618.86,16R,3W,49,51,57.24,32.5,23.0,1.0,0.0,3.5,4.0,0.0,,0.0,,0.0,1.0,0.0,45.5,0.0,1.0,0.5,0.0,7.0,,,,
1172D,619.57,16,3,120,122,57.35,15.9,11.7,0.8,0.0,22.6,0.4,0.0,,0.4,,4.2,2.1,0.4,47.3,0.0,5.4,0.4,5.9,9.8,,,,
1172D,619.97,16R,4W,10,12,57.42,12.5,10.0,0.5,0.0,0.5,12.5,0.5,,0.0,,0.5,0.5,0.0,61.5,0.5,0.0,0.0,0.5,14.2,,,,
1172D,620.35,16R,4W,48,50,57.48,20.6,12.3,2.9,0.0,0.5,1.0,0.0,,0.0,,0.5,0.0,0.0,55.4,0.0,5.4,0.0,0.5,24.4,,,,
1172D,620.57,16,4,70,72,57.51,9.1,4.3,1.0,0.0,23.1,0.0,1.0,,1.9,,0.5,0.0,0.0,56.3,1.4,1.9,2.4,0.5,8.4,,,,
1172D,620.84,16R,4W,97,99,57.55,21.9,13.8,2.6,0.0,0.0,0.5,1.5,,0.0,,0.5,0.5,0.0,56.1,0.0,3.6,3.1,0.5,22.5,,,,
1172D,621.57,16,5,20,22,57.69,13.2,8.5,0.9,0.0,24.7,0.4,1.3,,0.4,,1.3,0.0,0.0,53.6,0.0,1.7,0.4,1.3,8.6,,,,
1172D,625.07,17R,1W,10,12,58.96,17.3,13.3,0.0,0.0,0.4,1.3,1.3,,0.0,,0.0,0.0,0.0,71.2,0.0,0.4,0.4,0.0,12.4,,,,
1172D,625.17,17,1,20,22,58.96,11.5,7.1,3.6,0.4,15.8,0.4,4.0,,0.4,,6.7,13.4,0.0,33.6,0.0,0.4,0.4,18.2,4.9,,,,
1172D,625.77,17,1,80,82,58.98,0.9,0.0,0.9,0.0,4.2,0.5,0.0,,,,12.7,1.4,0.0,75.0,1.4,0.9,0.0,13.7,6.2,,,,
1172D,626.17,17,1,120,122,58.99,3.0,2.5,0.0,0.0,7.9,0.0,0.0,,,,8.9,1.0,0.0,76.7,0.0,0.5,0.0,9.4,2.9,,,,
1172D,626.38,17R,1W,141,143,59.00,2.1,1.6,0.0,0.0,1.0,1.6,0.0,,,,1.0,1.0,72.9,20.3,0.0,0.0,0.0,1.0,20.7,,,,
1172D,627.17,17,2,70,72,59.02,2.9,1.9,1.0,0.0,4.9,0.0,1.0,,,,22.8,0.5,0.0,61.7,0.5,1.9,0.0,23.3,12.7,,,,
1172D,627.43,17R,2W,96,98,59.03,2.9,2.0,0.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,56.4,39.2,0.5,0.0,0.5,0.0,4.7,,,,
1172D,628.07,17R,3W,10,12,59.05,3.4,2.9,0.5,0.0,0.5,0.5,0.0,,,,0.0,2.4,9.8,80.5,0.0,1.0,0.0,0.0,14.9,,,,
1172D,628.17,17,3,20,22,59.05,3.0,1.3,0.9,0.0,9.6,0.0,0.0,,,,11.3,0.4,0.0,65.7,0.0,2.2,0.0,11.7,6.1,,,,
1172D,628.99,17R,3W,102,104,59.07,5.6,0.4,0.9,0.0,2.2,4.3,0.0,,,,0.0,1.3,0.0,81.4,0.0,0.4,0.0,0.0,24.0,,,,
1172D,629.17,17,3,120,122,59.08,5.0,1.0,0.5,0.0,12.4,2.0,0.5,,,,10.9,0.5,0.0,57.2,0.0,2.5,0.0,11.4,6.1,,,,
1172D,630.17,17,4,70,72,59.11,3.4,0.0,0.5,0.0,9.2,0.0,0.0,,,,6.8,1.0,0.0,69.1,0.0,1.4,0.0,6.8,6.3,,,,
1172D,630.45,17R,4W,98,100,59.12,3.3,1.4,0.0,0.0,0.9,3.7,0.0,,,,0.9,0.9,0.0,86.0,0.0,0.5,0.0,0.5,11.5,,,,
1172D,630.87,17R,4W,140,142,59.13,2.8,2.8,0.5,0.0,0.0,0.9,0.0,,,,1.4,0.9,0.0,87.6,0.0,0.0,0.0,1.4,6.4,,,,
1172D,631.07,17R,5W,10,12,59.13,1.9,1.9,0.5,0.0,0.0,0.0,0.0,,,,0.9,0.5,0.0,84.0,0.0,0.5,0.0,0.9,14.2,,,,
1172D,631.17,17,5,20,22,59.14,4.2,1.4,0.9,0.0,8.5,0.0,0.0,,,,11.3,1.4,0.0,67.6,0.5,0.0,0.0,12.2,7.4,,,,
1172D,632.17,17,5,120,122,59.16,5.1,3.3,1.1,0.0,6.2,0.0,0.4,,,,2.6,0.7,0.0,60.1,0.4,2.6,0.0,3.3,1.4,,,,
1172D,632.34,17R,5W,137,139,59.17,5.6,4.2,0.9,0.0,0.0,4.7,0.0,,,,11.7,0.5,0.0,65.0,0.0,0.5,0.0,11.7,3.6,,,,
1172D,632.57,17R,6W,10,12,59.18,2.1,0.9,1.3,0.0,0.4,0.4,0.9,,,,5.2,0.0,0.0,57.9,0.0,0.4,0.0,5.2,6.0,,,,
1172D,633.17,17,6,70,72,59.19,2.9,0.8,0.8,0.0,6.3,0.8,0.0,,,,13.9,0.4,0.0,52.5,0.0,0.8,0.0,13.9,5.6,,,,
1172D,633.47,17R,6W,100,102,59.20,3.7,2.8,1.4,0.0,0.0,3.7,0.0,,,,2.3,0.5,0.0,85.8,0.0,0.5,0.0,2.3,6.0,,,,
1172D,634.06,17R,7W,10,12,59.22,1.4,0.0,0.0,0.0,0.0,3.4,0.0,,,,0.0,0.7,0.0,93.8,0.0,0.0,0.0,0.0,21.1,,,,
1172D,634.57,17R,7W,61,63,59.23,1.4,0.0,0.5,0.0,0.0,1.0,0.0,,,,1.0,0.5,0.0,94.3,0.0,0.0,0.0,1.0,8.7,,,,
1172D,634.66,18R,1W,10,12,59.24,1.9,0.9,0.9,0.0,1.4,0.9,0.0,,,,1.9,0.5,0.0,88.3,0.0,0.9,0.0,1.9,17.4,,,,
1172D,634.98,18,1,40,42,59.25,7.3,6.8,0.5,0.0,10.9,0.5,0.0,,,0.5,26.4,6.8,0.0,46.4,0.0,0.5,0.0,26.4,19.4,,,,
1172D,635.71,18R,1W,113,115,59.29,10.5,8.6,1.0,0.0,0.5,1.4,0.5,,,0.5,9.6,0.5,0.0,74.2,0.0,1.4,0.0,9.6,9.1,,,,
1172D,636.16,18R,2W,10,12,59.31,1.4,0.0,0.0,0.0,0.0,2.8,0.0,,,0.5,9.5,2.4,0.0,79.6,0.5,1.4,0.5,6.2,18.5,,,,
1172D,636.45,18,2,40,42,59.33,5.9,2.9,1.5,0.0,12.2,0.5,0.0,,,1.0,12.7,4.4,0.0,59.0,0.0,0.0,0.0,12.7,18.0,,,,
1172D,637.45,18R,2W,140,142,59.38,4.8,3.9,0.9,0.0,2.6,3.1,0.0,,,0.9,0.0,0.9,0.0,85.5,0.0,1.3,0.0,0.0,7.3,,,,
1172D,638.55,18R,3W,99,101,59.44,8.6,7.2,0.0,0.0,4.1,9.0,0.0,,,0.0,0.9,3.6,0.0,70.6,0.0,0.5,0.9,0.9,12.0,,,,
1172D,639.47,18,4,40,42,59.49,2.8,1.2,2.0,0.0,14.6,2.8,0.0,,,0.4,0.0,2.8,0.0,70.9,0.0,0.0,0.0,0.0,4.2,,,,
1172D,640.07,18R,4W,100,102,59.52,7.6,4.6,0.4,0.0,1.3,0.0,0.4,,,0.0,8.4,0.4,1.7,75.9,0.0,0.0,0.4,8.4,14.1,,,,
1172D,640.63,18R,5W,7,9,59.55,5.1,2.8,2.8,0.0,1.4,8.4,0.0,,,0.0,4.2,5.6,2.3,68.2,0.0,0.5,0.0,4.2,20.1,,,,
1172D,641.02,18,5,40,42,59.58,7.6,3.6,5.2,0.0,7.6,5.2,0.0,,,0.0,1.6,1.6,0.0,69.1,0.0,0.0,0.0,1.6,10.1,,,,
1172D,641.52,18R,5W,90,92,59.60,10.5,5.9,2.7,0.0,0.5,8.7,0.5,,,0.0,10.5,2.3,0.0,63.5,0.0,0.0,0.0,10.5,15.4,,,,
1172D,641.63,18R,6W,7,9,59.61,13.5,2.6,4.8,0.0,2.2,4.4,1.7,,,0.0,1.7,5.2,0.0,64.2,0.4,0.9,0.4,1.7,23.4,,,,
1172D,641.97,18,6,40,42,59.63,4.3,2.7,3.9,0.0,6.6,2.0,0.0,,,0.0,1.2,0.8,0.0,80.1,0.0,0.0,0.0,1.2,5.5,,,,
1172D,644.58,19,1,40,42,59.77,10.3,5.4,4.0,0.0,12.1,3.1,0.4,,,0.0,2.2,1.3,0.0,63.8,0.4,0.4,0.4,2.2,8.6,,,,
1172D,645.86,19R,2W,20,22,59.84,30.9,17.0,0.5,0.0,3.1,1.5,0.0,,,0.0,0.0,6.7,0.0,48.5,1.5,1.5,1.5,0.0,19.8,,,,
1172D,647.36,19R,3W,20,22,59.92,37.7,8.4,4.7,0.0,5.8,3.1,0.5,,,0.0,0.5,5.2,0.0,39.3,3.1,1.0,3.1,0.5,16.6,,,,
1172D,647.57,19,3,40,42,59.93,10.7,5.4,2.0,0.0,20.5,1.0,0.0,,,0.0,0.0,1.5,0.0,60.5,0.0,0.5,0.0,0.0,3.3,,,,
